name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work	overall
Nkosi Burgess	27	193	84	R	B	CBT	["CBT"]	Dallas	2024	52	73	84	78	66	72	74	65	65	60	70	67	65	49	61	68	59	61	62	66	79	66	56	73	50	72	65
Harald Nilsen Tangen	23	177	73	R	B	AM	["AM","CM"]	Sarpsborg 08	2027	68	45	74	80	77	79	67	81	76	76	71	67	68	64	69	68	64	62	62	66	76	74	67	75	50	69	65
Sander Tangvik	22	193	80	R	B	GK	["GK"]	Rosenborg	2027	31	72	77	71	64	62	73	63	58	59	61	64	62	64	34	68	43	61	49	55	69	65	44	60	72	63	65
Ollie Tanner	22	177	69	L	B	WF	["WF","SM"]	Cardiff City	2027	68	60	70	71	77	79	68	79	73	74	71	69	68	68	68	68	68	63	68	67	73	73	68	65	50	67	65
David Justin Taylor	27	173	72	R	B	SB	["SB"]	Minnesota United	2025	65	66	79	75	74	74	71	71	67	68	67	65	63	62	61	68	60	61	62	61	71	68	71	72	50	63	65
Terence Charles Taylor	23	185	78	R	B	DM	["DM","CM"]	Charlton Athletic	2026	67	65	72	72	66	66	71	67	69	66	71	68	72	68	64	68	62	76	73	68	69	70	70	74	50	71	65
Connor Taylor	23	183	86	R	B	CBT	["CBT"]	Bristol Rovers	2026	50	72	82	76	66	68	70	65	65	60	68	65	61	52	61	68	59	61	62	72	79	65	54	71	50	65	65
Ryan Graham Pun Teague	22	182	76	L	B	DM	["DM","CM"]	Melbourne Victory	2026	72	64	81	76	66	69	71	64	73	65	72	68	64	52	68	68	62	61	62	61	68	73	71	76	50	73	65
Cédric Wilfried Teguia Noubi	23	180	74	L	B	WF	["WF","SM"]	FC Cartagena	2026	73	55	78	79	82	84	68	81	74	77	70	74	69	76	70	79	68	73	73	68	82	74	68	77	50	72	65
Rui Filipe Teixeira Encarnação	26	185	73	R	B	GK	["GK"]	Nacional	2025	31	72	74	71	62	62	74	62	58	55	61	62	61	62	32	66	43	61	49	55	69	65	45	60	71	63	65
Kay Tejan	27	188	85	L	B	CF	["CF","SM","WF"]	Dunkerque	2029	68	36	96	76	73	72	67	75	74	72	72	71	65	70	72	72	66	61	62	71	85	75	67	77	50	68	65
Tesfaldet Simon Tekie	27	175	65	R	B	CM	["CM"]	Hammarby	2026	67	58	74	81	79	80	74	86	74	76	72	71	73	70	61	72	68	64	69	61	66	73	74	76	50	70	65
Jordan Tell	27	185	74	R	B	CF	["CF","SM","WF"]	Laval	2025	72	36	73	71	66	71	71	72	72	65	73	72	66	70	72	73	69	61	62	76	76	72	71	68	50	67	65
Søren Tengstedt	24	188	68	L	B	AM	["AM","SM","CF","SS","WF"]	Go Ahead Eagles	2027	71	31	77	71	66	80	71	76	75	66	71	72	68	70	73	74	67	67	62	68	80	76	71	65	50	67	65
Jano ter Horst	22	181	79	R	B	SB	["SB","SM","WB"]	Preußen Münster	2029	65	66	73	76	74	74	71	72	67	69	67	65	66	62	61	68	60	61	62	68	74	67	71	71	50	61	65
Carlos Terán Díaz	24	187	85	R	B	CBT	["CBT","SB"]	Chicago Fire	2024	62	68	82	71	74	72	71	68	65	68	65	64	59	50	61	68	58	61	62	69	79	65	64	69	50	61	65
Andrea Tessiore	25	177	69	R	B	AM	["AM","CM","SM"]	Cittadella	2026	68	62	72	73	79	81	69	78	70	73	74	75	71	73	68	77	71	62	72	65	74	71	69	68	50	68	65
Pascal Testroet	34	185	86	R	B	CF	["CF"]	Ingolstadt	2025	71	43	83	77	74	66	72	66	69	70	68	72	62	71	71	79	70	61	77	71	77	71	72	76	50	71	65
Yannick Thoelen	34	188	81	R	B	GK	["GK"]	Mechelen	2025	31	72	76	71	62	62	69	61	58	55	61	64	62	64	34	68	43	61	49	55	68	65	42	60	72	61	65
Jordan Luke Thorniley	28	181	79	L	B	CBT	["CBT"]	Oxford United	2026	50	72	77	72	66	67	71	63	65	62	71	67	66	60	61	68	59	61	62	70	76	66	54	72	50	72	65
Samson Okikiola Tijani	22	175	70	R	B	CM	["CM","DM"]	Fredrikstad	2024	69	68	77	76	73	79	74	80	70	70	73	69	68	62	63	68	63	61	62	61	72	71	74	74	50	71	65
Yassine Mohammed Titraoui ياسين تيطراوي	21	170	65	R	B	CM	["CM"]	Sporting Charleroi	2027	73	61	76	71	70	74	68	72	76	72	75	70	68	62	65	68	63	61	62	61	66	76	68	67	50	72	65
Vinicius Augusto Tobias da Silva	20	175	66	R	B	SB	["SB"]	Shakhtar Donetsk	2029	70	65	74	73	80	81	73	78	74	77	72	68	70	66	61	68	62	61	62	66	76	74	73	72	50	70	65
Logi Tómasson	24	187	80	L	B	SB	["SB"]	Strømsgodset	2026	67	61	77	81	82	84	68	79	70	74	70	69	71	70	64	70	62	61	62	68	84	71	68	73	50	66	65
Diego Rubén Tonetto	35	176	66	L	B	CM	["CM","SM"]	Independiente Rivadavia	2024	68	49	71	71	68	70	68	73	74	70	75	75	74	74	63	76	74	76	76	61	66	74	68	63	50	68	65
Kristoffer Tønnessen	27	184	76	L	B	SB	["SB","CBT"]	Lillestrøm	2025	66	64	73	78	75	78	69	74	66	69	71	67	69	65	61	68	60	61	62	66	75	67	69	72	50	66	65
Emanuel Vicente Torres Chiriboga	22	179	73	R	B	DM	["DM","CM"]	Técnico Universitario	2024	65	70	69	78	71	69	67	67	69	67	74	69	65	50	62	68	62	61	62	69	73	72	66	73	50	65	65
Andrés Torrico Franco	20	164	58	R	B	SM	["SM","CM","SB","WB"]	Nacional Potosí	2025	69	51	77	71	74	76	68	73	73	73	71	70	69	69	69	71	66	61	67	61	66	72	68	68	50	69	65
Saikou Touray	24	175	74	R	B	CM	["CM","AM"]	Grenoble Foot 38	2025	67	58	74	76	68	73	69	69	75	71	76	71	70	64	63	68	63	61	62	63	69	75	69	73	50	69	65
Ibou Omar Touray	29	177	68	L	B	SB	["SB","SM","WB"]	Stockport County	2025	65	61	74	89	87	85	68	84	67	77	66	64	67	66	61	68	59	67	70	63	82	65	66	82	50	68	65
Yoann Touzghar	38	179	75	R	B	CF	["CF"]	Ajaccio	2028	72	31	75	71	72	66	71	74	70	69	73	72	64	65	72	73	70	65	62	74	75	71	71	67	50	70	65
Jacob Bennedsen Trenskow	24	178	64	L	B	SM	["SM","CM"]	SC Heerenveen	2028	71	54	71	71	73	73	69	75	75	73	71	68	69	67	72	68	66	64	62	61	66	76	69	68	50	71	65
Kai Clifton Trewin	23	178	72	R	B	CBT	["CBT","SB","DM"]	Melbourne City	2027	65	67	81	86	73	69	71	71	65	67	70	67	64	57	61	68	59	61	62	67	77	66	71	79	50	67	65
Nectarios Triantis Νεκτάριος Τριαντής	21	191	78	R	B	DM	["DM","CBT","CM"]	Hibernian	2025	64	68	77	76	66	66	71	62	65	60	71	67	66	60	61	68	59	61	62	69	74	66	69	78	50	72	65
Simone Trimboli	22	176	69	R	B	DM	["DM","CM"]	Mantova	2027	65	65	72	71	66	70	72	68	71	64	76	71	66	62	62	68	63	63	63	61	66	76	72	66	50	67	65
Miłosz Trojak	30	191	87	R	B	CBT	["CBT"]	Korona Kielce	2025	54	72	83	77	66	66	73	68	66	62	71	67	68	64	61	68	62	61	62	73	78	67	59	74	50	69	65
Connal Trueman	28	186	74	R	B	GK	["GK"]	Crawley Town	2024	31	72	74	71	62	62	74	62	58	55	61	63	62	63	36	66	43	61	49	55	69	65	44	57	72	60	65
Antef Tsoungui	21	185	68	R	B	CBT	["CBT","DM"]	OH Leuven	2025	63	65	79	71	78	75	69	67	65	70	68	65	61	54	61	68	57	61	62	69	81	65	68	72	50	63	65
Ryotaro Tsunoda 角田 涼太朗	25	185	77	L	B	CBT	["CBT"]	Cardiff City	2027	52	74	67	71	66	69	74	67	65	62	69	66	62	61	61	68	61	61	62	68	69	71	57	67	50	64	65
Bill Tuiloma	29	178	79	R	B	CBT	["CBT"]	Charlotte	2025	63	70	82	74	69	66	72	63	66	65	74	71	69	66	61	70	60	77	62	74	79	68	65	73	50	71	65
Oliver Turton	31	180	75	R	B	SB	["SB","CBT"]	Huddersfield Town	2025	64	66	77	76	78	69	70	74	71	72	71	68	68	65	61	68	62	61	62	66	72	72	70	69	50	65	65
Alexander Ruud Tveter	33	188	86	L	B	CF	["CF"]	Sandefjord	2024	70	36	85	73	66	66	69	63	69	62	68	74	67	75	73	82	69	71	62	73	78	71	69	71	50	69	65
Christantus Ugonna Uche Uche	21	190	80	R	B	CF	["CF","DM"]	Getafe	2028	73	66	85	83	76	72	73	72	75	75	73	74	64	61	73	76	64	61	62	77	87	76	73	81	50	73	65
Dominic Daniel Udoh	28	183	73	R	B	CF	["CF","SM","WF"]	Wycombe Wanderers	2026	71	47	84	84	84	85	70	84	70	76	67	67	60	63	72	69	66	61	62	69	88	70	70	76	50	68	65
Osaze Urhoghide	24	188	80	R	B	CBT	["CBT"]	Amiens SC	2026	56	72	79	73	83	75	75	73	71	76	66	64	61	57	61	68	61	61	62	71	82	70	61	75	50	69	65
Santeri Väänänen	22	177	72	R	B	DM	["DM","CM"]	Rosenborg	2026	67	65	73	78	77	79	72	80	71	72	72	68	68	64	61	68	62	61	64	61	69	72	70	78	50	70	65
Pablo Delmar Vaca Justiniano	22	181	77	R	B	CBT	["CBT","SB"]	Always Ready	2025	66	69	66	71	79	74	72	75	68	72	72	68	66	62	67	68	61	61	62	73	73	68	72	68	50	65	65
Daniel Eduardo Valdés Guerrero	39	180	77	R	B	GK	["GK"]	Rayo Zuliano	2028	31	72	74	71	62	62	68	60	58	55	61	63	61	63	31	66	43	61	49	55	66	65	45	60	69	60	65
Esteban Cristóbal Valencia Reyes	25	176	68	R	B	CM	["CM","DM"]	Unión La Calera	2024	69	63	72	82	74	73	66	73	73	72	74	70	69	65	64	68	64	61	62	61	69	74	66	76	50	70	65
Jhojan Manuel Valencia Jiménez	28	172	75	R	B	DM	["DM","CM"]	Austin	2024	67	67	74	75	73	74	68	78	72	71	77	71	67	61	61	68	64	61	62	61	66	73	68	73	50	70	65
Tito Johan Valencia Gómez	33	174	65	R	B	SB	["SB","SM","WB"]	Técnico Universitario	2024	67	65	68	76	79	74	71	71	69	74	68	70	67	69	68	74	65	67	67	66	72	68	68	74	50	68	65
Luciano Valente	21	190	78	R	B	WF	["WF","SM","AM"]	FC Groningen	2028	71	52	68	71	70	66	71	68	78	74	73	73	65	67	66	74	64	61	68	73	69	78	71	73	50	75	65
Rúben Ismael Valente Ramos	25	184	77	R	B	DM	["DM"]	Moreirense	2025	65	74	74	76	68	69	75	69	71	68	76	74	69	67	61	74	64	61	62	68	74	72	71	76	50	69	65
Zarek Chase Valentin	33	183	77	R	B	SB	["SB"]	Minnesota United	2024	64	66	70	71	72	69	70	68	70	69	67	65	70	64	61	68	62	61	62	68	73	72	68	71	50	67	65
Enrico Valentini	35	182	80	R	B	SB	["SB"]	Nürnberg	2025	67	69	74	73	66	70	73	71	69	62	71	72	74	76	61	75	64	69	74	63	69	70	73	76	50	70	65
Exon Gustavo Vallecilla Godoy	25	185	81	R	B	CBT	["CBT","SB"]	Universidad Católica	2024	65	70	84	73	66	73	73	71	67	66	61	62	58	47	61	68	59	61	62	68	79	65	73	73	50	61	65
Amourricho Jahvairo Déshauntino van Axel Dongen	20	175	68	R	B	WF	["WF","SM"]	Ajax	2027	68	38	75	71	84	85	66	81	75	78	64	63	66	65	68	68	66	61	68	61	66	76	66	64	50	67	65
Thom van Bergen	20	180	74	R	B	CF	["CF","SM","WF"]	FC Groningen	2026	73	36	68	71	81	79	71	76	75	78	68	68	59	62	73	70	65	61	68	68	68	74	71	66	50	68	65
Benjamin Van Durmen	27	185	79	L	B	CM	["CM","DM","SM"]	UTA Arad	2026	74	66	76	85	69	66	73	67	71	68	75	72	69	68	68	71	64	63	62	67	74	72	73	81	50	75	65
Syb van Ottele	22	185	78	R	B	CBT	["CBT","DM"]	Fortuna Sittard	2027	65	69	79	72	69	68	73	67	65	65	67	77	61	70	61	90	59	61	62	68	76	65	72	67	50	60	65
Terence Owen Vancooten	26	185	78	R	B	CBT	["CBT","DM"]	Burton Albion	2027	64	67	80	78	74	74	71	74	65	68	67	65	62	60	61	68	59	61	62	71	80	66	71	77	50	66	65
Marco Varnier	26	186	82	R	B	CBT	["CBT"]	Juve Stabia	2025	49	73	78	71	73	66	72	62	67	67	72	68	61	56	61	68	61	61	62	72	76	70	52	68	50	69	65
Nikola Vasic	33	197	91	R	B	CF	["CF"]	Brommapojkarna	2024	74	53	90	71	68	66	70	64	68	65	71	69	61	56	75	69	66	61	62	75	82	71	70	69	50	72	65
Kyle Vassell	31	183	78	L	B	CF	["CF"]	Kilmarnock	2025	69	42	85	74	79	79	68	76	71	74	64	70	60	62	71	79	69	61	62	73	86	70	68	73	50	69	65
Rocco Vata	19	178	67	R	B	WF	["WF","SM","AM"]	Watford	2029	68	40	75	71	85	90	70	89	75	79	71	72	66	68	67	74	67	61	64	61	66	74	70	66	50	66	65
Niclas Vesterlund	25	185	80	R	B	SB	["SB"]	FC Utrecht	2027	63	63	78	81	75	77	69	75	69	70	69	66	66	65	63	68	61	61	62	66	78	71	66	76	50	66	65
Lawrence Ian Vigouroux	31	194	77	L	B	GK	["GK"]	Swansea City	2026	31	74	78	71	62	62	76	68	58	55	61	65	64	65	38	73	43	61	49	55	72	65	45	68	75	67	65
Hermes David Villalba Jacquet	33	180	74	L	B	CBT	["CBT"]	Sportivo Trinidense	2024	51	72	75	76	71	66	73	66	65	66	67	65	61	53	61	68	61	61	62	70	74	70	57	72	50	69	65
Gabriel Alejandro Villamíl Cortéz	23	179	64	R	B	CM	["CM","AM","SM"]	LDU Quito	2024	66	57	74	72	75	75	68	73	74	75	77	76	67	68	63	77	68	65	62	61	66	73	61	69	50	70	65
Ionuț Daniel Vînă	29	180	73	L	B	CM	["CM","WF","SM"]	SSC Farul	2025	71	64	76	83	75	78	72	79	73	73	73	73	67	68	69	75	67	63	62	67	74	73	72	80	50	73	65
Rémy Vita	23	170	66	L	B	SB	["SB"]	Amiens SC	2025	70	63	75	72	69	77	71	77	73	71	73	68	73	67	61	68	62	61	69	61	66	73	71	70	50	67	65
Janus Guillermo Vivar Estrella	26	167	61	L	B	WF	["WF","SM"]	Universidad Católica	2024	70	47	76	83	83	83	73	79	72	77	66	67	65	68	71	71	66	61	62	67	81	70	73	73	50	66	65
Ștefan Marinel Vlădoiu	25	178	73	R	B	SB	["SB"]	Universitatea Craiova	2025	64	65	68	73	85	83	68	83	66	73	69	66	65	64	61	68	60	61	62	61	72	68	68	68	50	63	65
Albion Vrenezi	31	177	66	R	B	AM	["AM","SM","WF"]	Viktoria Köln	2026	70	31	74	84	80	85	71	85	74	77	72	71	66	71	73	72	70	72	66	61	66	73	71	71	50	65	65
Niko Vukancic	22	186	81	R	B	CBT	["CBT"]	Erzgebirge Aue	2025	50	72	76	71	66	66	72	65	65	61	72	68	67	52	61	68	59	61	62	68	79	65	54	72	50	69	65
Dennis Waidner	23	174	68	R	B	DM	["DM","SB","CM"]	Unterhaching	2025	66	67	75	81	71	74	71	79	68	67	69	66	66	63	61	68	61	61	62	64	66	70	71	76	50	66	65
Samuel Colin Walker	33	198	85	R	B	GK	["GK"]	Bradford City	2025	31	71	79	71	62	62	73	61	58	55	61	63	61	63	34	66	43	61	49	55	68	65	45	63	70	59	65
Tyler Walker	28	184	78	R	B	CF	["CF"]	Lincoln City	2025	71	45	70	71	77	76	69	77	71	73	67	67	62	66	72	70	68	61	64	68	74	71	69	65	50	67	65
Leo Walta	21	170	67	R	B	CM	["CM","DM"]	Sirius	2028	70	61	75	73	70	77	70	79	72	69	75	70	65	56	67	68	65	67	62	61	66	73	70	66	50	69	65
Wang Jinxian 汪晋贤	28	177	73	R	B	SM	["SM","CM"]	Changchun Yatai	2024	72	56	76	79	82	86	73	83	69	76	67	65	68	65	64	68	60	61	62	61	69	68	73	75	50	71	65
Wang Shenchao 王燊超	35	180	72	R	B	SB	["SB"]	Shanghai Port	2025	67	64	74	85	73	76	68	74	68	67	70	67	66	63	61	68	61	61	62	69	76	71	66	78	50	65	65
Danny Ward	33	180	72	L	B	CF	["CF"]	Huddersfield Town	2025	72	49	72	77	66	77	71	75	72	67	71	75	69	74	72	80	69	66	66	72	78	73	71	73	50	71	65
Magnus Warming	24	188	72	R	B	WF	["WF","SM"]	Lyngby	2028	69	40	71	71	79	85	69	84	75	77	68	66	61	63	69	68	63	61	62	61	69	73	69	66	50	65	65
Lewis Warrington	22	175	75	R	B	DM	["DM","CM"]	Leyton Orient	2026	67	63	73	78	72	70	68	78	72	70	75	70	67	60	61	68	63	61	62	68	71	73	66	74	50	70	65
Conor James Washington	32	178	85	R	B	CF	["CF"]	Derby County	2025	71	42	74	76	78	78	71	77	71	73	68	68	66	67	71	71	68	61	62	68	78	71	71	77	50	73	65
Kjell-Arik Wätjen	18	184	72	R	B	CM	["CM","DM"]	Borussia Dortmund	2028	66	58	72	72	73	79	70	80	73	72	77	71	71	61	65	68	63	61	62	61	66	73	70	66	50	67	65
Marley Joseph Watkins	34	178	65	R	B	CF	["CF","SM","WF"]	Kilmarnock	2026	71	37	76	75	80	73	71	75	72	74	71	69	66	66	72	70	67	61	62	71	75	73	71	76	50	73	65
David Shankland Watson	19	175	68	R	B	CM	["CM","DM","AM"]	Kilmarnock	2026	73	64	73	81	69	66	74	66	71	68	73	73	68	67	69	74	70	61	64	62	66	72	74	79	50	74	65
Elliot William Watt	24	179	72	R	B	DM	["DM","CM"]	Burton Albion	2026	67	64	74	87	72	72	70	78	71	70	73	69	73	68	61	68	64	68	70	61	70	72	70	81	50	71	65
Kelland Watts	25	192	71	L	B	CBT	["CBT"]	Cambridge United	2026	57	71	79	71	66	71	71	65	67	63	69	66	62	59	61	68	60	61	62	71	79	68	61	73	50	72	65
Marcel Wędrychowski	22	171	69	L	B	WF	["WF","SM"]	Pogoń Szczecin	2026	65	46	75	71	80	82	68	84	72	76	74	69	68	62	66	68	62	61	68	61	66	72	68	63	50	65	65
Jonas Weik	24	176	67	L	B	SB	["SB"]	Sandhausen	2025	65	61	76	78	74	82	68	82	70	70	74	69	71	67	61	68	61	61	67	61	66	71	68	73	50	67	65
Mallik Wilks	25	183	73	L	B	WF	["WF","SM","AM","CF","SS"]	Rotherham United	2025	70	32	78	74	85	87	67	83	73	79	67	67	63	68	72	70	66	61	66	63	80	71	67	75	50	71	65
Jay Williams	24	188	85	R	B	DM	["DM","CM","CBT"]	Crawley Town	2025	64	65	84	83	71	73	72	65	68	67	71	67	62	56	61	68	61	61	62	67	79	70	69	83	50	71	65
Rhys Williams	23	195	76	R	B	CBT	["CBT"]	Morecambe	2024	50	72	77	71	71	68	72	62	66	67	71	68	65	52	61	68	60	61	62	72	77	67	53	71	50	70	65
Carl Winchester	31	178	74	R	B	CM	["CM","DM","SB"]	Shrewsbury Town	2025	67	63	78	88	76	78	68	79	72	72	74	71	71	68	68	68	66	64	66	64	83	73	67	79	50	69	65
Piotr Wlazło	35	184	68	R	B	CM	["CM","CBT","DM"]	Stal Mielec	2026	67	63	75	76	66	66	71	65	71	62	77	72	72	68	67	68	69	72	68	68	66	73	71	76	50	70	65
Maxwell Woledzi	23	187	79	R	B	CBT	["CBT"]	Fredrikstad	2026	56	71	80	71	75	70	71	68	65	68	70	67	62	58	61	68	59	61	62	72	79	65	58	73	50	72	65
Tyler David Wolff	21	175	70	R	B	WF	["WF","SM","CM"]	Atlanta United	2024	67	52	75	71	78	76	63	73	74	75	77	71	72	65	66	68	63	61	64	61	66	74	63	64	50	67	65
Maximilian Wolfram	27	185	80	R	B	CF	["CF","WF","SM"]	1860 München	2026	71	43	75	78	79	74	69	75	72	75	71	73	66	70	72	77	68	74	77	63	73	71	69	70	50	67	65
Kyle Leon Wootton	28	188	78	R	B	CF	["CF"]	Stockport County	2027	72	32	88	83	74	71	71	71	70	71	65	65	58	56	71	69	65	61	62	73	84	71	71	82	50	74	65
Marius Wörl	20	178	69	R	B	CM	["CM","DM","AM"]	DSC Arminia Bielefeld	2025	71	68	72	83	68	71	71	74	70	67	74	69	69	65	63	68	62	61	62	61	66	71	71	75	50	70	65
Joe Wright	29	193	82	R	B	CBT	["CBT","SB"]	Kilmarnock	2025	63	66	86	74	66	66	69	62	65	61	66	64	61	56	61	68	57	61	62	80	83	65	68	73	50	67	65
Wu Yake 吴亚轲	33	187	85	R	B	GK	["GK"]	Changchun Yatai	2024	31	74	77	71	62	62	70	62	58	55	61	63	61	63	38	66	43	61	49	55	71	65	47	67	72	63	65
Jannes Wulff	25	188	79	R	B	AM	["AM","CM","SM"]	Osnabrück	2025	70	58	76	83	69	79	73	71	73	71	70	67	66	65	69	68	68	63	73	61	70	73	73	76	50	71	65
Antal Yaakobishvili	20	193	86	R	B	CBT	["CBT"]	Girona	2028	50	71	79	71	71	70	71	64	66	66	74	69	64	49	61	68	61	61	62	72	79	71	53	68	50	63	65
Rihito Yamamoto 山本 理仁	22	179	73	L	B	DM	["DM","CM","SB"]	Sint-Truiden	2029	64	65	72	73	70	70	70	73	71	68	74	69	64	56	61	68	64	67	63	63	66	73	68	73	50	67	65
Ye Chugui 叶楚贵	30	180	72	R	B	WF	["WF","SM"]	Meizhou Hakka	2024	68	58	68	82	82	79	66	80	72	76	69	66	66	65	66	68	62	66	62	66	74	71	66	73	50	67	65
Je-woon Yeon 연제운 延济运	30	185	78	R	B	CBT	["CBT","DM"]	Jeonbuk Motors	2027	62	66	77	75	73	69	68	68	65	67	68	65	64	56	61	68	57	61	62	73	78	65	65	71	50	62	65
Abdullah Yiğiter	24	189	79	R	B	GK	["GK"]	Antalyaspor	2027	31	72	75	71	62	62	73	62	58	55	61	63	62	63	31	67	43	61	49	55	69	65	40	61	72	61	65
José Luis Zalazar Martínez	26	177	76	L	B	SM	["SM","CM"]	Córdoba	2025	67	39	72	71	66	68	66	74	77	68	76	76	69	74	70	78	69	77	80	67	66	77	66	63	50	67	65
Kevin Zeroli	19	187	70	R	B	CM	["CM","AM","DM"]	Milan	2028	68	66	70	73	72	74	71	74	76	74	74	69	69	63	68	68	66	61	62	69	68	76	70	72	50	69	65
Georgiy Zhukov	30	172	76	R	B	CM	["CM","DM"]	Cangzhou Mighty Lions	2024	68	61	79	89	78	80	71	81	74	76	72	68	71	67	68	68	63	67	62	61	73	73	71	76	50	67	65
Bernhard Zimmermann	22	179	77	R	B	CF	["CF","AM","SM","SS","WF"]	Rapid Wien	2025	70	39	80	83	75	77	65	79	72	72	68	69	63	68	74	73	67	61	68	70	83	73	65	81	50	73	65
Diego Živulić	32	187	86	R	B	DM	["DM","CBT"]	Oțelul Galați	2025	73	66	82	79	66	66	73	62	65	64	70	68	69	67	61	69	60	61	62	75	80	66	73	79	50	72	65
Kévin Lucien Zohi	27	177	75	R	B	CF	["CF","WF","SM"]	Laval	2027	69	31	71	74	83	80	66	82	76	79	71	69	67	69	71	69	67	61	64	73	79	76	66	66	50	67	65
Adam Zreľák	30	183	80	L	B	CF	["CF"]	Katowice	2026	74	37	84	72	66	66	72	68	69	62	65	67	60	65	74	73	69	61	62	71	76	72	72	75	50	70	65
Dejan Zukić Дејан Зукић	23	182	70	R	B	AM	["AM"]	Wolfsberger AC	2027	71	45	68	73	74	76	67	70	73	73	74	72	74	72	71	72	68	73	75	61	66	73	67	67	50	70	65
Joël Zwarts	25	190	83	L	B	CF	["CF"]	Osnabrück	2026	71	31	83	73	79	81	70	77	72	74	64	68	63	70	73	74	65	61	62	67	84	73	70	72	50	68	65
Mateusz Żyro	26	188	85	R	B	CBT	["CBT"]	Widzew Łódź	2025	50	72	84	81	76	74	71	69	65	69	71	67	67	61	61	68	59	61	62	71	83	66	54	76	50	71	65
Haitam Abaida El Achhab	22	172	70	L	B	WF	["WF","SM","AM"]	Málaga	2027	68	34	75	71	81	85	63	84	73	77	69	66	66	65	66	68	64	61	65	61	66	71	62	71	50	70	64
Mohammed Abbas Ahmed Abdulla Hasan Al-Baloushi	22	174	59	R	B	CM	["CM","DM","AM"]	Al Ain	2025	71	59	67	71	68	73	73	75	72	68	74	69	67	60	61	68	62	61	62	61	66	74	73	68	50	70	64
Hakim Djamel Abdallah	26	187	81	R	B	CF	["CF","WF","SM"]	Dinamo Bucureşti	2026	71	42	87	85	79	81	67	77	69	71	69	71	64	69	68	76	67	61	62	69	87	71	67	77	50	69	64
Suleiman Abdullahi	27	185	86	R	B	CF	["CF"]	IFK Göteborg	2025	71	31	86	71	73	72	63	71	73	74	68	72	64	73	69	79	66	61	62	66	79	70	63	74	50	74	64
Samuel Abifade	25	186	84	L	B	WF	["WF","SM","CF"]	Waldhof Mannheim	2025	64	40	80	75	87	85	68	82	74	80	66	65	62	63	63	68	62	61	62	61	73	73	68	67	50	64	64
Asumah Abubakar-Ankra	27	183	71	R	B	CF	["CF","SM","WF"]	Grasshopper	2025	68	47	71	72	85	83	67	82	73	78	67	67	66	67	71	70	66	61	62	68	77	73	67	72	50	70	64
Kevin Ackermann	23	179	83	R	B	CM	["CM","SB","CBT","DM"]	Brommapojkarna	2026	72	68	85	78	66	67	73	68	69	66	71	68	67	61	68	68	62	61	62	70	80	70	72	79	50	74	64
Diego Emmanuel Acosta Curtido	22	175	80	R	B	CF	["CF"]	Sportivo Luqueño	2024	71	32	72	71	70	68	68	67	75	71	61	66	58	62	74	74	68	61	66	68	66	76	68	69	50	70	64
Abdulfattah Mohamed Adam	29	180	68	R	B	CF	["CF"]	Al Taawon	2026	70	31	72	71	78	82	63	80	71	73	66	67	58	60	73	71	66	61	62	70	87	72	63	63	50	66	64
Omotayo Daniel Adaramola	21	177	69	L	B	SB	["SB","SM","WB"]	Stockport County	2025	68	62	69	71	83	87	70	82	71	78	63	63	66	66	61	68	60	61	62	61	68	67	70	72	50	67	64
Jonas Adjei Adjetey	20	188	82	R	B	CBT	["CBT"]	Basel	2028	51	74	74	76	74	76	73	75	65	68	73	69	61	48	61	68	61	61	62	62	73	71	54	72	50	63	64
Albert Danquah Adomah	36	185	74	R	B	SM	["SM","SB","WB"]	Walsall	2025	70	66	67	71	68	74	70	72	72	69	70	71	69	71	66	74	66	63	68	62	68	72	70	67	50	69	64
Juan Sergio Adrián Rodriguez	28	172	70	R	B	CM	["CM","DM","AM"]	Wilstermann	2024	71	63	71	85	75	71	76	73	71	73	72	68	66	62	62	68	65	66	64	67	72	70	76	81	50	72	64
Adnan Aganović	37	180	76	R	B	CM	["CM","SM"]	Unirea Slobozia	2025	69	51	71	72	66	66	68	64	72	65	77	75	74	73	64	74	66	73	73	68	71	73	68	77	50	75	64
Daniel Ebenezer Kwasi Agyei	27	183	77	L	B	CF	["CF","SM","WF"]	Leyton Orient	2025	70	40	82	80	85	82	67	80	71	77	63	64	60	63	70	68	66	61	64	70	85	71	67	77	50	71	64
Ali Ahmed	24	180	70	R	B	CM	["CM","SM"]	Vancouver Whitecaps	2025	69	65	72	73	79	79	71	77	74	76	74	69	68	63	66	68	64	61	62	61	69	75	68	71	50	69	64
Kouadio Guy Ange Ahoussou	20	188	75	L	B	CBT	["CBT"]	Pau	2027	48	72	76	71	68	66	68	64	65	65	71	67	61	51	61	68	58	61	62	75	77	65	51	71	50	67	64
Jack Aitchison	24	180	70	R	B	AM	["AM","CF","SS"]	Exeter City	2026	71	35	71	71	85	84	71	83	71	76	71	68	65	64	68	68	65	66	66	66	66	71	71	65	50	67	64
